time,temperature,humidity
1505072016000,28.8,73.4
1505072616000,28.8,73.4
1505073216000,28.8,73.4
1505073816000,28.8,73.3
1505074416000,28.8,73.4
1505075016000,28.8,73.4
1505075616000,28.8,73.4
1505076216000,28.8,73.3
1505076816000,28.8,73.3
1505077416000,28.8,73.4
1505078016000,28.8,73.4
1505078616000,28.8,73.4
1505079216000,28.8,73.3
1505079816000,28.8,73.3
1505080416000,28.8,73.4
1505081016000,28.8,73.4
1505081616000,28.8,73.3
1505082216000,28.8,73.4
1505082816000,28.8,73.4
1505083416000,28.8,73.4
1505084016000,28.8,73.4
1505084616000,28.8,73.4
1505085216000,28.8,73.4
1505085816000,28.8,73.4
1505086416000,28.8,73.4
1505087016000,28.8,73.3
1505087616000,28.8,73.4
1505088216000,28.8,73.4
1505088816000,28.8,73.4
1505089416000,28.8,73.3
1505090016000,28.8,73.4
1505090616000,28.8,73.4
1505091216000,28.8,73.4
1505091816000,28.8,73.3
1505092416000,28.8,73.4
1505093016000,28.8,73.4
1505093616000,28.8,73.4
1505094216000,28.8,73.4
1505094816000,28.9,73.4
1505095416000,28.9,73.4
1505096016000,28.9,73.4
1505096616000,28.9,73.4
1505097216000,28.9,73.4
1505097816000,28.9,73.4
1505098416000,28.9,73.4
1505099016000,28.9,73.4
1505099616000,28.9,73.4
1505100216000,28.9,73.4
1505100816000,28.9,73.4
1505101416000,28.9,73.4
1505102016000,28.9,73.4
1505102616000,29.0,73.4
1505103216000,29.0,72.9
1505103816000,29.0,72.9
1505104416000,29.0,72.9
1505105016000,29.0,72.9
1505105616000,29.0,72.9
1505106216000,29.0,72.9
1505106816000,29.0,72.9
1505107416000,29.0,72.9
1505108016000,29.0,72.9
1505108616000,29.1,72.9
1505109216000,29.1,72.9
1505109816000,29.1,72.9
1505110416000,29.1,73.0
1505111016000,29.1,72.9
1505111616000,29.1,72.9
1505112216000,29.1,72.5
1505112816000,29.1,72.5
1505113416000,29.1,72.5
1505114016000,29.1,72.5
1505114616000,29.1,72.5
1505115216000,29.2,72.5
1505115816000,29.2,72.5
1505116416000,29.2,72.5
1505117016000,29.2,72.5
1505117616000,29.2,72.5
1505118216000,29.2,72.5
1505118816000,29.2,72.5
1505119416000,29.2,72.5
1505120016000,29.2,72.5
1505120616000,29.2,72.5
1505121216000,29.2,72.1
1505121816000,29.2,72.1
1505122416000,29.2,72.1
1505123016000,29.2,72.1
1505123616000,29.2,72.1
1505124216000,29.2,72.1
1505124816000,29.2,72.1
1505125416000,29.2,72.1
1505126016000,29.2,72.1
1505126616000,29.3,72.1
1505127216000,29.3,72.1
1505127816000,29.3,72.1
1505128416000,29.3,72.1
1505129016000,29.3,72.1
1505129616000,29.3,72.1
1505130216000,29.2,72.1
1505130816000,29.2,72.1
1505131416000,29.2,72.1
1505132016000,29.2,72.1
1505132616000,29.2,72.1
1505133216000,29.2,72.1
1505133816000,29.2,72.1
1505134416000,29.2,72.1
1505135016000,29.2,72.1
1505135616000,29.2,72.1
1505136216000,29.2,72.1
1505136816000,29.2,72.1
1505137416000,29.2,72.1
1505138016000,29.2,72.1
1505138616000,29.3,72.1
1505139216000,29.2,72.1
1505139816000,29.2,72.1
1505140416000,29.2,72.1
1505141016000,29.2,72.1
1505141616000,29.2,72.1
1505142216000,29.2,72.1
1505142816000,29.2,72.1
1505143416000,29.2,72.1
1505144016000,29.2,72.1
1505144616000,29.2,72.1
1505145216000,29.2,72.1
1505145816000,29.2,72.1
1505146416000,29.2,72.1
1505147016000,29.3,72.1
1505147616000,29.3,72.1
1505148216000,29.3,72.1
1505148816000,29.3,72.1
1505149416000,29.3,72.1
1505150016000,29.3,72.1
1505150616000,29.3,72.1
1505151216000,29.3,72.1
1505151816000,29.3,72.1
1505152416000,29.3,72.1
1505153016000,29.3,72.1
1505153616000,29.3,72.1
1505154216000,29.3,72.1
1505154816000,29.3,72.1
1505155416000,29.3,72.1
1505156016000,29.3,72.1
1505156616000,29.3,72.1
1505157216000,29.3,72.1
1505157816000,29.3,72.1
1505158416000,29.3,71.6
1505159016000,29.4,71.6
1505159616000,29.4,71.6
1505160216000,29.4,71.6
1505160816000,29.4,71.6
1505161416000,29.4,71.6
1505162016000,29.4,71.6
1505162616000,29.4,71.6
1505163216000,29.4,71.6
1505163816000,29.5,71.6
1505164416000,29.5,71.6
1505165016000,29.5,71.2
1505165616000,29.5,71.2
1505166216000,29.6,71.2
1505166816000,29.6,71.2
1505167416000,29.6,71.2
1505168016000,29.6,71.2
1505168616000,29.7,70.8
1505169216000,29.7,70.8
1505169816000,29.7,70.8
1505170416000,29.7,70.8
1505171016000,29.7,70.8
1505171616000,29.7,70.8
1505172216000,29.7,70.8
1505172816000,29.8,70.8
1505173416000,29.8,70.8
1505174016000,29.8,70.8
1505174616000,29.8,70.8
1505175216000,29.8,70.8
1505175816000,29.8,70.8
1505176416000,29.8,70.8
1505177016000,29.8,70.8
1505177616000,29.8,70.8
1505178216000,29.8,70.3
1505178816000,29.8,70.3
1505179416000,29.8,70.3
1505180016000,29.8,70.3
1505180616000,29.8,70.3
1505181216000,29.9,70.3
1505181816000,29.9,70.3
1505182416000,29.9,70.3
1505183016000,29.9,70.3
1505183616000,29.9,70.3
1505184216000,29.9,70.3
1505184816000,29.9,70.3
1505185416000,29.9,70.3
1505186016000,29.9,70.3
1505186616000,29.9,70.3
1505187216000,29.9,70.3
1505187816000,29.9,70.3
1505188416000,29.9,70.3
1505189016000,29.9,70.3
1505189616000,29.9,70.3
1505190216000,29.9,70.3
1505190816000,29.9,70.3
1505191416000,29.9,70.3
1505192016000,29.9,70.3
1505192616000,29.9,70.3
1505193216000,29.9,70.3
1505193816000,29.9,70.3
1505194416000,29.9,70.3
1505195016000,29.9,70.3
1505195616000,29.9,70.3
1505196216000,29.9,70.3
1505196816000,29.9,70.3
1505197416000,29.9,70.3
1505198016000,30.0,70.3
1505198616000,30.0,70.3
1505199216000,30.0,70.3
1505199816000,30.0,70.3
1505200416000,30.0,70.3
1505201016000,30.0,70.3
1505201616000,30.0,70.3
1505202216000,30.0,70.3
1505202816000,30.0,70.3
1505203416000,30.0,70.3
1505204016000,30.0,70.3
1505204616000,29.9,70.3
1505205216000,30.0,70.3
1505205816000,29.9,70.3
1505206416000,29.9,70.3
1505207016000,29.9,70.4
1505207616000,29.9,70.3
1505208216000,29.9,70.3
1505208816000,29.9,70.3
1505209416000,29.9,70.3
1505210016000,29.9,70.3
1505210616000,29.9,70.3
1505211216000,29.9,70.3
1505211816000,29.9,70.3
1505212416000,29.9,70.3
1505213016000,29.9,70.3
1505213616000,29.9,70.3
1505214216000,29.9,70.3
1505214816000,29.9,70.3
1505215416000,29.9,70.3
1505216016000,29.9,70.3
1505216616000,29.9,70.3
1505217216000,29.9,70.3
1505217816000,29.9,70.3
1505218416000,29.9,70.3
1505219016000,29.9,70.3
1505219616000,29.9,70.3
1505220216000,29.9,70.3
1505220816000,29.9,70.3
1505221416000,29.9,70.3
1505222016000,29.9,70.3
1505222616000,29.9,70.3
1505223216000,29.9,70.3
1505223816000,29.9,70.3
1505224416000,29.9,70.3
1505225016000,29.9,70.3
1505225616000,29.9,70.3
1505226216000,29.9,70.3
1505226816000,29.9,70.3
1505227416000,29.9,70.3
1505228016000,29.9,70.3
1505228616000,29.9,70.3
1505229216000,29.9,70.3
1505229816000,29.9,70.3
1505230416000,29.9,70.3
1505231016000,29.9,70.3
1505231616000,29.9,70.3
1505232216000,29.9,70.3
1505232816000,29.9,70.3
1505233416000,29.9,70.3
1505234016000,29.9,70.3
1505234616000,29.9,70.3
1505235216000,29.9,70.3
1505235816000,29.9,70.3
1505236416000,29.9,70.3
1505237016000,29.9,70.3
1505237616000,29.9,70.3
1505238216000,29.9,70.3
1505238816000,29.9,70.3
1505239416000,29.9,70.3
1505240016000,29.9,70.3
1505240616000,29.9,70.3
1505241216000,29.9,70.3
1505241816000,29.9,70.3
1505242416000,29.9,70.3
1505243016000,29.9,70.3
1505243616000,29.9,70.3
1505244216000,29.9,70.3
1505244816000,29.9,70.3
1505245416000,29.9,70.3
1505246016000,29.9,70.3
1505246616000,29.9,70.3
1505247216000,29.9,70.3
1505247816000,29.9,70.3
1505248416000,29.9,70.3
1505249016000,29.9,70.3
1505249616000,29.9,70.3
1505250216000,29.9,70.3
1505250816000,29.9,70.3
1505251416000,29.9,70.3
1505252016000,29.9,70.3
1505252616000,29.9,70.3
1505253216000,29.9,70.3
1505253816000,29.9,70.3
1505254416000,29.9,70.3
1505255016000,30.0,70.3
1505255616000,30.0,70.3
1505256216000,30.0,70.3
1505256816000,30.0,70.3
1505257416000,30.0,70.3
1505258016000,30.0,70.3
1505258616000,30.0,70.3
1505259216000,30.0,70.3
1505259816000,30.0,70.3
1505260416000,30.0,70.3
1505261016000,30.0,70.3
1505261616000,30.0,70.3
1505262216000,30.0,70.3
1505262816000,30.0,70.3
1505263416000,30.0,70.3
1505264016000,30.0,70.3
1505264616000,30.0,70.3
1505265216000,30.0,70.3
1505265816000,30.0,70.3
1505266416000,30.0,70.3
1505267016000,30.0,70.3
1505267616000,30.0,70.3
1505268216000,30.0,70.3
1505268816000,30.0,70.4
1505269416000,30.0,70.4
1505270016000,30.0,70.3
1505270616000,30.0,70.4
1505271216000,30.0,70.4
1505271816000,30.0,70.4
1505272416000,30.0,70.4
1505273016000,30.0,70.3
1505273616000,30.0,70.3
1505274216000,30.0,70.4
1505274816000,30.0,70.3
1505275416000,30.0,70.4
1505276016000,30.0,70.4
1505276616000,30.0,70.3
1505277216000,30.0,70.3
1505277816000,30.0,70.3
1505278416000,30.0,70.4
1505279016000,30.0,70.3
1505279616000,30.0,70.4
1505280216000,30.0,69.9
1505280816000,30.0,69.9
1505281416000,30.0,70.4
1505282016000,30.0,70.3
1505282616000,30.0,70.4
1505283216000,30.0,70.3
1505283816000,30.0,69.9
1505284416000,30.0,69.9
1505285016000,30.0,69.9
1505285616000,30.0,69.9
1505286216000,30.0,69.9
1505286816000,30.0,69.9
1505287416000,30.0,69.9
1505288016000,30.0,69.9
1505288616000,30.0,69.9
1505289216000,30.0,69.9
1505289816000,30.0,69.9
1505290416000,30.0,69.9
1505291016000,30.0,69.9
1505291616000,30.0,69.9
1505292216000,30.0,69.9
1505292816000,30.0,69.9
1505293416000,30.0,69.9
1505294016000,30.0,69.9
1505294616000,30.0,69.9
1505295216000,30.0,69.9
1505295816000,30.0,69.9
1505296416000,30.0,69.9
1505297016000,30.0,69.9
1505297616000,30.0,69.9
1505298216000,30.0,69.9
1505298816000,30.0,69.9
1505299416000,30.0,69.9
1505300016000,30.0,69.9
1505300616000,30.0,69.9
1505301216000,30.0,69.9
1505301816000,30.0,69.9
1505302416000,30.0,69.9
1505303016000,30.0,69.9
1505303616000,30.0,69.9
1505304216000,30.0,69.9
1505304816000,30.0,69.9
1505305416000,30.0,69.9
1505306016000,30.0,69.9
1505306616000,30.0,69.9
1505307216000,30.0,69.9
1505307816000,30.0,69.9
1505308416000,30.0,69.9
1505309016000,30.0,69.9
1505309616000,30.0,69.9
1505310216000,30.0,69.9
1505310816000,30.0,69.9
1505311416000,30.0,69.9
1505312016000,30.0,69.9
1505312616000,30.0,69.9
1505313216000,30.0,69.9
1505313816000,30.0,69.9
1505314416000,30.0,69.9
1505315016000,30.0,70.3
1505315616000,29.9,69.9
1505316216000,29.9,70.3
1505316816000,29.9,70.3
1505317416000,29.9,70.3
1505318016000,29.9,70.3
1505318616000,29.8,70.3
1505319216000,29.7,70.3
1505319816000,29.7,70.8
1505320416000,29.6,70.7
1505321016000,29.6,70.7
1505321616000,29.6,70.7
1505322216000,29.5,70.7
1505322816000,29.5,71.2
1505323416000,29.5,71.2
1505324016000,29.5,71.2
1505324616000,29.5,71.2
1505325216000,29.5,71.2
1505325816000,29.5,71.2
1505326416000,29.5,71.2
1505327016000,29.4,71.2
1505327616000,29.4,71.6
1505328216000,29.4,71.6
1505328816000,29.4,71.6
1505329416000,29.3,71.6
1505330016000,29.3,71.6
1505330616000,29.3,71.6
1505331216000,29.3,71.6
1505331816000,29.3,71.6
1505332416000,29.3,72.1
1505333016000,29.2,72.1
1505333616000,29.2,72.1
1505334216000,29.2,72.1
1505334816000,29.2,72.1
1505335416000,29.2,72.5
1505336016000,29.2,72.5
1505336616000,29.1,72.5
1505337216000,29.1,72.5
1505337816000,29.1,72.5
1505338416000,29.1,73.0
1505339016000,29.1,73.0
1505339616000,29.1,73.0
1505340216000,29.1,73.0
1505340816000,29.1,72.9
1505341416000,29.1,72.9
1505342016000,29.1,72.9
1505342616000,29.1,72.9
1505343216000,29.1,73.4
1505343816000,29.1,73.4
1505344416000,29.1,73.4
1505345016000,29.1,73.4
1505345616000,29.1,73.4
1505346216000,29.1,73.4
1505346816000,29.1,73.4
1505347416000,29.1,73.4
1505348016000,29.1,73.4
1505348616000,29.1,73.4
1505349216000,29.1,73.9
1505349816000,29.1,73.4
1505350416000,29.1,73.9
1505351016000,29.1,73.9
1505351616000,29.1,73.9
1505352216000,29.1,73.9
1505352816000,29.1,73.9
1505353416000,29.0,73.8
1505354016000,29.0,73.8
1505354616000,29.0,74.3
1505355216000,29.0,73.8
1505355816000,29.0,73.8
1505356416000,29.0,74.3
1505357016000,28.9,74.3
1505357616000,28.9,74.3
1505358216000,28.9,74.3
1505358816000,28.9,74.3
1505359416000,28.9,74.3
1505360016000,28.9,74.3
1505360616000,28.9,74.3
1505361216000,28.9,74.7
1505361816000,28.9,74.3
1505362416000,28.9,74.7
1505363016000,28.9,74.7
1505363616000,28.9,74.7
1505364216000,28.9,74.7
1505364816000,28.9,74.7
1505365416000,28.9,74.7
1505366016000,28.9,74.7
1505366616000,28.9,74.7
1505367216000,28.9,74.7
1505367816000,28.9,74.7
1505368416000,28.9,74.7
1505369016000,28.9,74.7
1505369616000,28.9,74.7
1505370216000,28.9,74.7
1505370816000,28.9,74.7
1505371416000,28.9,74.7
1505372016000,28.9,74.7
1505372616000,28.9,74.7
1505373216000,28.9,74.7
1505373816000,28.9,74.7
1505374416000,28.9,74.7
1505375016000,28.9,75.2
1505375616000,28.9,74.7
1505376216000,28.9,74.7
1505376816000,28.9,75.2
1505377416000,28.9,74.7
1505378016000,28.9,74.7
1505378616000,28.9,74.7
1505379216000,29.0,74.7
1505379816000,29.0,75.2
1505380416000,29.0,75.2
1505381016000,29.0,74.7
1505381616000,29.0,75.2
1505382216000,29.0,74.7
1505382816000,29.0,75.2
1505383416000,29.0,74.7
1505384016000,29.0,74.7
1505384616000,29.0,74.8
1505385216000,29.0,74.8
1505385816000,29.0,75.2
1505386416000,29.0,75.2
1505387016000,29.0,74.7
1505387616000,29.0,74.8
1505388216000,29.0,74.8
1505388816000,29.0,74.8
1505389416000,29.0,74.7
1505390016000,29.0,74.7
1505390616000,29.0,75.2
1505391216000,29.0,75.2
1505391816000,28.9,75.2
1505392416000,28.9,75.2
1505393016000,28.9,75.2
1505393616000,28.9,75.2
1505394216000,28.9,75.2
1505394816000,28.9,75.2
1505395416000,28.9,75.2
1505396016000,28.9,75.2
1505396616000,28.9,75.2
1505397216000,28.9,75.2
1505397816000,28.9,75.2
1505398416000,28.9,75.2
1505399016000,28.9,75.2
1505399616000,28.9,75.2
1505400216000,28.9,75.2
1505400816000,28.9,75.2
1505401416000,28.8,75.6
1505402016000,28.8,75.2
1505402616000,28.8,75.6
1505403216000,28.8,75.6
1505403816000,28.8,75.2
1505404416000,28.8,75.6
1505405016000,28.8,75.2
1505405616000,28.8,75.2
1505406216000,28.8,75.6
1505406816000,28.8,75.2
1505407416000,28.8,75.2
1505408016000,28.8,75.6
1505408616000,28.8,75.2
1505409216000,28.8,75.6
1505409816000,28.9,75.6
1505410416000,28.9,75.6
1505411016000,28.9,75.2
1505411616000,28.9,75.2
1505412216000,28.9,75.6
1505412816000,28.9,75.2
1505413416000,28.9,75.2
1505414016000,28.9,75.2
1505414616000,28.9,75.2
1505415216000,28.9,75.2
1505415816000,28.9,75.2
1505416416000,28.9,75.2
1505417016000,28.9,75.2
1505417616000,28.9,75.2
1505418216000,28.9,75.2
1505418816000,28.9,75.2
1505419416000,28.9,75.2
1505420016000,28.9,75.2
1505420616000,28.9,75.2
1505421216000,28.9,75.2
1505421816000,28.9,75.2
1505422416000,28.9,75.2
1505423016000,28.9,75.2
1505423616000,28.9,75.2
1505424216000,28.9,74.7
1505424816000,28.9,75.2
1505425416000,28.9,75.2
1505426016000,28.9,75.2
1505426616000,28.9,75.2
1505427216000,28.9,75.2
1505427816000,28.9,75.2
1505428416000,28.9,75.2
1505429016000,28.9,75.2
1505429616000,28.9,75.2
1505430216000,28.9,74.7
1505430816000,28.9,75.2
1505431416000,28.9,75.2
1505432016000,28.9,74.7
1505432616000,28.9,74.7
1505433216000,28.9,74.7
1505433816000,28.9,74.7
1505434416000,28.9,74.7
1505435016000,28.9,74.7
1505435616000,28.9,74.7
1505436216000,28.9,74.7
1505436816000,28.9,74.7
1505437416000,28.9,74.7
1505438016000,28.9,74.7
1505438616000,28.9,74.7
1505439216000,28.9,75.2
1505439816000,28.9,74.7
1505440416000,28.9,74.7
1505441016000,28.9,74.7
1505441616000,28.9,75.2
1505442216000,28.9,74.7
1505442816000,28.9,74.7
1505443416000,28.9,74.8
1505444016000,28.9,74.7
1505444616000,28.9,74.7
1505445216000,28.9,74.7
1505445816000,29.0,74.7
1505446416000,29.0,74.8
1505447016000,29.0,75.2
1505447616000,29.0,74.8
1505448216000,29.0,74.7
1505448816000,29.0,74.8
1505449416000,29.0,74.8
1505450016000,29.0,74.7
1505450616000,29.0,74.8
1505451216000,29.0,75.2
1505451816000,29.0,74.8
1505452416000,29.0,74.8
1505453016000,29.0,75.2
1505453616000,29.0,75.2
1505454216000,29.0,74.7
1505454816000,29.0,75.2
1505455416000,29.0,74.8
1505456016000,29.0,74.8
1505456616000,29.0,74.8
1505457216000,29.0,74.8
1505457816000,29.0,74.8
1505458416000,29.0,74.8
1505459016000,29.0,74.8
1505459616000,29.0,74.8
1505460216000,29.0,74.8
1505460816000,29.0,74.8
1505461416000,29.0,74.8
1505462016000,29.1,74.8
1505462616000,29.1,74.8
1505463216000,29.1,74.8
1505463816000,29.1,74.8
1505464416000,29.1,74.8
1505465016000,29.1,74.8
1505465616000,29.1,74.8
1505466216000,29.1,74.8
1505466816000,29.1,74.8
1505467416000,29.1,74.8
1505468016000,29.1,74.8
1505468616000,29.1,74.8
1505469216000,29.1,74.8
1505469816000,29.1,74.8
1505470416000,29.1,74.8
1505471016000,29.1,74.8
1505471616000,29.1,74.8
1505472216000,29.1,74.8
1505472816000,29.1,74.8
1505473416000,29.2,74.8
1505474016000,29.2,74.8
1505474616000,29.2,74.3
1505475216000,29.2,74.3
1505475816000,29.2,74.8
1505476416000,29.2,74.3
1505477016000,29.2,74.3
1505477616000,29.2,74.8
1505478216000,29.2,74.8
1505478816000,29.2,74.3
1505479416000,29.2,74.3
1505480016000,29.2,74.3
1505480616000,29.2,74.3
1505481216000,29.2,74.3
1505481816000,29.2,74.3
1505482416000,29.2,74.3
1505483016000,29.2,74.3
1505483616000,29.2,74.3
1505484216000,29.2,74.4
1505484816000,29.2,74.3
1505485416000,29.2,74.3
1505486016000,29.2,74.3
1505486616000,29.2,74.3
1505487216000,29.2,74.3
1505487816000,29.3,74.3
1505488416000,29.3,74.3
1505489016000,29.3,74.3
1505489616000,29.3,74.3
1505490216000,29.3,74.3
1505490816000,29.3,74.3
1505491416000,29.3,74.4
1505492016000,29.3,74.3
1505492616000,29.3,74.4
1505493216000,29.3,74.4
1505493816000,29.3,74.4
1505494416000,29.3,74.4
1505495016000,29.3,74.4
1505495616000,29.3,74.4
1505496216000,29.3,74.4
1505496816000,29.3,74.4
1505497416000,29.3,74.4
1505498016000,29.3,74.3
1505498616000,29.3,74.4
1505499216000,29.3,74.4
1505499816000,29.3,74.4
1505500416000,29.3,74.4
1505501016000,29.3,74.4
1505501616000,29.3,74.4
1505502216000,29.3,74.4
1505502816000,29.4,74.4
1505503416000,29.4,74.4
1505504016000,29.4,74.4
1505504616000,29.4,74.4
1505505216000,29.4,74.4
1505505816000,29.4,74.4
1505506416000,29.4,74.4
1505507016000,29.4,73.9
1505507616000,29.4,74.4
1505508216000,29.4,73.9
1505508816000,29.4,74.4
1505509416000,29.4,73.9
1505510016000,29.4,74.4
1505510616000,29.4,73.9
1505511216000,29.4,73.9
1505511816000,29.4,73.9
1505512416000,29.4,73.9
1505513016000,29.4,73.9
1505513616000,29.4,73.9
1505514216000,29.4,73.9
1505514816000,29.5,74.4
1505515416000,29.5,73.9
1505516016000,29.5,73.9
1505516616000,29.5,73.9
1505517216000,29.5,73.9
1505517816000,29.5,73.9
1505518416000,29.5,73.9
1505519016000,29.5,73.9
1505519616000,29.5,73.9
1505520216000,29.5,73.9
1505520816000,29.5,74.4
1505521416000,29.5,73.9
1505522016000,29.5,73.9
1505522616000,29.5,73.9
1505523216000,29.5,73.9
1505523816000,29.5,74.4
1505524416000,29.5,73.9
1505525016000,29.5,73.9
1505525616000,29.5,73.9
1505526216000,29.5,73.9
1505526816000,29.5,73.9
1505527416000,29.5,73.9
1505528016000,29.5,73.9
1505528616000,29.5,73.9
1505529216000,29.5,73.9
1505529816000,29.5,73.9
1505530416000,29.5,73.9
1505531016000,29.5,73.9
1505531616000,29.5,73.9
1505532216000,29.5,73.9
1505532816000,29.5,74.0
1505533416000,29.5,74.0
1505534016000,29.5,74.0
1505534616000,29.5,73.9
1505535216000,29.5,73.9
1505535816000,29.6,74.0
1505536416000,29.6,74.0
1505537016000,29.6,74.0
1505537616000,29.6,74.0
1505538216000,29.6,74.0
1505538816000,29.6,74.0
1505539416000,29.6,74.0
1505540016000,29.6,74.0
1505540616000,29.6,74.0
1505541216000,29.6,74.0
1505541816000,29.6,74.0
1505542416000,29.6,74.0
1505543016000,29.6,74.0
1505543616000,29.6,74.0
1505544216000,29.6,74.0
1505544816000,29.6,74.0
1505545416000,29.6,74.0
1505546016000,29.6,74.0
1505546616000,29.6,74.0
1505547216000,29.6,74.0
1505547816000,29.6,74.0
1505548416000,29.6,74.0
1505549016000,29.6,74.0
1505549616000,29.6,74.0
1505550216000,29.6,74.0
1505550816000,29.6,74.0
1505551416000,29.6,74.0
1505552016000,29.6,73.5
1505552616000,29.6,73.5
1505553216000,29.6,73.5
1505553816000,29.6,73.5
1505554416000,29.6,73.5
1505555016000,29.6,73.5
1505555616000,29.6,73.5
1505556216000,29.6,73.5
1505556816000,29.6,73.5
1505557416000,29.6,73.5
1505558016000,29.6,73.5
1505558616000,29.6,73.5
1505559216000,29.6,73.5
1505559816000,29.6,73.5
1505560416000,29.6,73.5
1505561016000,29.6,73.5
1505561616000,29.6,73.5
1505562216000,29.6,73.5
1505562816000,29.6,73.5
1505563416000,29.6,73.5
1505564016000,29.6,73.5
1505564616000,29.7,73.5
1505565216000,29.7,73.5
1505565816000,29.6,73.5
1505566416000,29.7,73.5
1505567016000,29.7,73.5
1505567616000,29.7,73.5
1505568216000,29.7,73.5
1505568816000,29.7,73.5
1505569416000,29.7,73.5
1505570016000,29.7,73.5
1505570616000,29.7,73.5
1505571216000,29.7,73.5
1505571816000,29.7,73.5
1505572416000,29.7,73.5
1505573016000,29.7,73.5
1505573616000,29.7,73.5
1505574216000,29.7,73.5
1505574816000,29.7,73.5
1505575416000,29.7,73.5
1505576016000,29.7,73.5
1505576616000,29.7,73.5
1505577216000,29.7,73.5
1505577816000,29.7,73.5
1505578416000,29.7,73.5
1505579016000,29.7,73.5
1505579616000,29.7,73.5
1505580216000,29.7,73.5
1505580816000,29.7,73.5
1505581416000,29.7,73.5
1505582016000,29.7,73.5
1505582616000,29.7,73.5
1505583216000,29.7,73.5
1505583816000,29.7,73.5
1505584416000,29.7,73.5
1505585016000,29.7,73.5
1505585616000,29.7,73.5
1505586216000,29.7,73.5
1505586816000,29.7,73.5
1505587416000,29.7,73.5
1505588016000,29.7,73.5
1505588616000,29.7,73.5
1505589216000,29.7,73.5
1505589816000,29.7,73.5
1505590416000,29.7,73.5
1505591016000,29.7,73.5
1505591616000,29.7,73.5
1505592216000,29.7,73.5
1505592816000,29.7,73.5
1505593416000,29.7,73.5
1505594016000,29.7,73.5
1505594616000,29.7,73.5
1505595216000,29.7,73.5
1505595816000,29.7,73.5
1505596416000,29.7,73.5
1505597016000,29.7,73.5
1505597616000,29.7,73.5
1505598216000,29.7,73.5
1505598816000,29.7,73.5
1505599416000,29.7,73.5
1505600016000,29.7,73.5
1505600616000,29.7,73.1
1505601216000,29.7,73.1
1505601816000,29.7,73.5
1505602416000,29.7,73.5
1505603016000,29.7,73.5
1505603616000,29.7,73.1
1505604216000,29.7,73.5
1505604816000,29.7,73.5
1505605416000,29.7,73.1
1505606016000,29.7,73.5
1505606616000,29.7,73.5
1505607216000,29.7,73.1
1505607816000,29.7,73.1
1505608416000,29.7,73.1
1505609016000,29.7,73.1
1505609616000,29.7,73.1
1505610216000,29.7,73.1
1505610816000,29.7,73.1
1505611416000,29.7,73.1
1505612016000,29.7,73.1
1505612616000,29.7,73.5
1505613216000,29.7,73.1
1505613816000,29.7,73.1
1505614416000,29.7,73.1
1505615016000,29.7,73.1
1505615616000,29.7,73.1
1505616216000,29.7,73.1
1505616816000,29.7,73.1
1505617416000,29.7,73.1
1505618016000,29.7,73.1
1505618616000,29.8,73.1
1505619216000,29.7,73.1
1505619816000,29.8,73.1
1505620416000,29.8,73.1
1505621016000,29.8,73.1
1505621616000,29.8,73.1
1505622216000,29.8,73.1
1505622816000,29.8,73.1
1505623416000,29.8,73.1
1505624016000,29.8,73.1
1505624616000,29.8,73.1
1505625216000,29.8,73.1
1505625816000,29.8,73.1
1505626416000,29.8,73.1
1505627016000,29.8,73.1
1505627616000,29.8,73.1
1505628216000,29.8,73.1
1505628816000,29.8,73.1
1505629416000,29.8,73.1
1505630016000,29.8,73.1
1505630616000,29.8,73.1
1505631216000,29.8,73.1
1505631816000,29.8,73.1
1505632416000,29.8,73.1
1505633016000,29.8,73.1
1505633616000,29.8,73.1
1505634216000,29.8,73.1
1505634816000,29.8,73.1
1505635416000,29.8,73.1
1505636016000,29.8,73.1
1505636616000,29.8,73.1
1505637216000,29.8,73.1
1505637816000,29.8,73.1
1505638416000,29.8,73.1
1505639016000,29.8,73.1
1505639616000,29.8,73.1
1505640216000,29.8,73.1
1505640816000,29.8,73.1
1505641416000,29.8,73.1
1505642016000,29.8,73.1
1505642616000,29.8,73.1
1505643216000,29.8,73.1
1505643816000,29.8,73.1
1505644416000,29.8,73.1
1505645016000,29.8,73.1
1505645616000,29.8,73.1
1505646216000,29.8,73.1
1505646816000,29.8,73.1
1505647416000,29.8,73.1
1505648016000,29.8,73.1
1505648616000,29.8,73.1
1505649216000,29.7,73.1
1505649816000,29.7,73.1
1505650416000,29.7,73.1
1505651016000,29.7,73.1
1505651616000,29.7,73.1
1505652216000,29.7,73.1
1505652816000,29.7,73.1
1505653416000,29.7,73.1
1505654016000,29.7,73.1
1505654616000,29.7,73.1
1505655216000,29.7,72.6
1505655816000,29.7,73.1
1505656416000,29.7,73.1
1505657016000,29.7,73.1
1505657616000,29.7,73.1
1505658216000,29.7,73.1
1505658816000,29.7,73.1
1505659416000,29.7,73.1
1505660016000,29.7,73.1
1505660616000,29.7,73.1
1505661216000,29.7,73.1
1505661816000,29.7,73.1
1505662416000,29.7,73.1
1505663016000,29.7,73.1
1505663616000,29.7,73.1
1505664216000,29.7,73.1
1505664816000,29.7,73.1
1505665416000,29.7,73.1
1505666016000,29.7,73.1
1505666616000,29.7,73.1
1505667216000,29.7,73.1
1505667816000,29.7,73.1
1505668416000,29.7,73.1
1505669016000,29.7,73.1
1505669616000,29.7,73.1
1505670216000,29.7,73.1
1505670816000,29.7,73.1
